parcel,year,error
02080421002,1998,'Assessments'
02080409002,2003,'Billing'
02080412009,2003,'Billing'
02080417004,2003,'Billing'
02080417005,2003,'Billing'
02080417016,2003,'Billing'
02080424016,2003,'Assessments'
02090101023,2003,'Assessments'
02080412008,2003,'Billing'
02080417020,2003,'Billing'
02090102032,2003,'Billing'
02090102034,2003,'Billing'
02090102076,2003,'Billing'
02090102077,2003,'Billing'
02088200001,2018,'Assessments'
02090106021,2009,'Billing'
02090101041,2023,list index out of range
02090102033,2003,'Billing'
02090102041,2006,'Billing'
02090102031,2003,'Billing'
02090102043,2006,'Billing'
02090101003,2011,'Billing'
02090102042,2006,'Billing'
02090106003,2004,'Billing'
02090102059,2009,'Billing'
02090106001,2004,'Billing'
02090102072,2009,'Billing'
02090101002,2011,'Billing'
02090102060,2009,'Billing'
02090101012,2009,'Billing'
02090101013,2009,'Billing'
02090106083,2004,'Billing'
02090103072,2008,'Billing'
02090101001,2011,'Billing'
02090103040,2008,'Billing'
02090103039,2008,'Billing'
02090106084,2004,'Billing'
02090101014,2009,'Billing'
02090101015,2009,'Billing'
02090109053,1989,'Assessments'
02090109054,1998,'Assessments'
02090102026,2018,'Billing'
02090101027,2020,'Billing'
02090102084,2017,'Billing'
02090106090,2014,'Billing'
02090107015,2022,'Billing'
02090102036,2022,'Billing'
02090106020,2009,'Billing'
02090102016,2019,'Billing'
02090106077,2009,'Billing'
02090102015,2019,'Billing'
02090101028,2020,'Billing'
02090106086,2004,'Billing'
02090103053,2018,'Billing'
02090101031,2020,'Billing'
02090102046,2013,'Billing'
02090103059,2009,'Billing'
02090101032,2020,'Billing'
02090102045,2013,'Billing'
02090104004,2019,'Billing'
02090102025,2018,'Billing'
02090104005,2019,'Billing'
02090102044,2013,'Billing'
02090103054,2018,'Billing'
02090109059,2005,'Billing'
02090109049,2003,'Billing'
02090101030,2020,'Billing'
02090102035,2022,'Billing'
02090108071,2023,list index out of range
02090109060,2005,'Billing'
02090109055,2003,'Billing'
02090110013,2023,list index out of range
02090104003,2019,'Billing'
02090101033,2020,'Billing'
02090108072,2023,list index out of range
02090106052,2019,'Billing'
02090107010,2022,'Billing'
02090107009,2022,'Billing'
02090109057,2004,'Billing'
02090105014,2022,'Billing'
02090103060,2009,'Billing'
02090101034,2020,'Billing'
02090109058,2005,'Billing'
02090106051,2019,'Billing'
02090108069,2022,'Billing'
02090205054,1997,'Assessments'
02090106017,2014,'Billing'
02090205015,1995,'Assessments'
02090107054,2018,'Billing'
02090206009,1997,'Assessments'
02090106067,2020,'Billing'
02090105015,2022,'Billing'
02090106064,2020,'Billing'
02090108046,2022,'Billing'
02090208012,1994,'Assessments'
02090108032,2022,'Billing'
02090107081,2022,'Billing'
02090107053,2018,'Billing'
02090108047,2022,'Billing'
02090106068,2020,'Billing'
02090105013,2022,'Billing'
02090106066,2020,'Billing'
02090106065,2020,'Billing'
02090212077,1992,'Assessments'
02090212026,1997,'Assessments'
02090212078,1992,'Assessments'
02090205063,2019,'Assessments'
02090206017,2008,'Billing'
02090206016,2008,'Billing'
02090109044,2022,'Billing'
02090211008,2003,'Billing'
02090211007,2003,'Billing'
02090212080,1995,'Assessments'
02090215062,2003,'Assessments'
02090206013,2008,'Billing'
02090211001,2003,'Billing'
02090211009,2003,'Billing'
02090206014,2008,'Billing'
02090211010,2003,'Billing'
02090206054,2004,'Billing'
02090211002,2003,'Billing'
02090206053,2004,'Billing'
02090206015,2008,'Billing'
02090212011,2006,'Billing'
02090206018,2008,'Billing'
02090214062,2001,'Assessments'
02090211013,2013,'Billing'
02090206019,2008,'Billing'
02090212012,2006,'Billing'
02090212013,2008,'Billing'
02090212014,2008,'Billing'
02090214010,1998,'Assessments'
02090211094,2013,'Billing'
02090214047,2004,'Billing'
02090214048,2004,'Billing'
02090211034,2007,'Billing'
02090214068,2006,'Billing'
02090214067,2006,'Billing'
02090210030,2008,'Billing'
02090211035,2007,'Billing'
02090214113,2023,list index out of range
02090214044,2004,'Billing'
02090213073,2006,'Billing'
02090213074,2006,'Billing'
02090214065,2006,'Billing'
02090214043,2004,'Billing'
02090213072,2006,'Billing'
02090213070,2006,'Billing'
02090213071,2006,'Billing'
02090213075,2006,'Billing'
02090213077,2005,'Billing'
02090212064,2013,'Billing'
02090212063,2013,'Billing'
02090214066,2006,'Billing'
02090215117,2023,list index out of range
02090213076,2005,'Billing'
02090212062,2013,'Billing'
02090210031,2008,'Billing'
02090310022,2003,'Billing'
02090213080,2012,'Billing'
02090310018,2003,'Billing'
02090310020,2003,'Billing'
02090310021,2003,'Billing'
02090310023,2003,'Billing'
02090310019,2003,'Billing'
02090312012,2003,'Billing'
02090316021,2023,list index out of range
02090312010,2003,'Billing'
02090318085,2023,list index out of range
02090312011,2003,'Billing'
02090213081,2012,'Billing'
02090312013,2003,'Billing'
02090312014,2003,'Billing'
02090328004,1999,'Assessments'
02090335014,2003,'Billing'
02090335013,2003,'Billing'
02090402043,2003,'Billing'
02090402006,2009,'Billing'
02090402042,2003,'Billing'
02090402007,2009,'Billing'
02090402045,2003,'Billing'
02090402044,2003,'Billing'
02090402073,2013,'Billing'
02090402004,2009,'Billing'
02090402074,2013,'Billing'
02090402005,2009,'Billing'
02090403005,2010,'Billing'
02090403006,2010,'Billing'
02100105057,1997,'Assessments'
02090404025,1997,'Assessments'
02100100056,2009,'Assessments'
02090406048,2023,list index out of range
02090423033,2023,list index out of range
02090406049,2023,list index out of range
02090405013,1999,'Assessments'
02090408021,2012,'Billing'
02090412044,2007,'Billing'
02090403063,2014,'Assessments'
02100107025,2004,'Billing'
02090408012,2005,'Billing'
02090403014,2003,'Billing'
02100107002,2004,'Billing'
02090404033,2011,'Billing'
02100105083,2023,list index out of range
02100107052,2004,'Billing'
02090408078,2005,'Billing'
02100107054,2004,'Billing'
02090413025,2003,'Billing'
02100107051,2004,'Billing'
02090408013,2005,'Billing'
02100107026,2004,'Billing'
02090413026,2003,'Billing'
02090403059,2010,'Billing'
02090403015,2003,'Billing'
02100107001,2004,'Billing'
02090408082,2005,'Billing'
02100107053,2004,'Billing'
02090415045,2010,'Billing'
02090404032,2011,'Billing'
02090403030,2010,'Billing'
02090406015,2013,'Billing'
02090412040,2007,'Billing'
02090403031,2010,'Billing'
02090415037,2013,'Billing'
02090408019,2012,'Billing'
02100110024,2003,'Billing'
02090406017,2013,'Billing'
02100110006,2005,'Billing'
02100105029,2011,'Billing'
02090424001,2004,'Billing'
02090406016,2013,'Billing'
02100108053,2023,list index out of range
02090413020,2013,'Billing'
02090413022,2013,'Billing'
02100110007,2005,'Billing'
02090415043,2010,'Billing'
02090415046,2010,'Billing'
02100105019,2004,'Billing'
02090415044,2010,'Billing'
02100110023,2003,'Billing'
02090413024,2003,'Billing'
02090413023,2003,'Billing'
02090413021,2013,'Billing'
02100111005,1999,'Assessments'
02090415038,2013,'Billing'
02100106049,2012,'Billing'
02100106048,2012,'Billing'
02090415041,2010,'Billing'
02100110029,2005,'Billing'
02100113019,1993,'Assessments'
02100112065,1996,'Assessments'
02100110042,2005,'Billing'
02100110040,2005,'Billing'
02100114027,1998,'Assessments'
02090424002,2004,'Billing'
02100111107,2023,list index out of range
02090408020,2012,'Billing'
02100110039,2005,'Billing'
02100110035,2005,'Billing'
02100110034,2005,'Billing'
02100111053,2007,'Billing'
02100114106,1995,'Assessments'
02100110010,2005,'Billing'
02100110052,2005,'Billing'
02100111052,2007,'Billing'
02100114087,1998,'Assessments'
02100110036,2005,'Billing'
02100110051,2005,'Billing'
02100110050,2005,'Billing'
02100110038,2005,'Billing'
02100115013,1998,'Assessments'
02100117026,1995,'Assessments'
02100110028,2005,'Billing'
02100200007,1996,'Assessments'
02100116063,2003,'Billing'
02100114018,2005,'Billing'
02100110027,2005,'Billing'
02100115117,2011,'Billing'
02100114019,2005,'Billing'
02100116062,2003,'Billing'
02100116061,2003,'Billing'
02100114020,2005,'Billing'
02100114035,2008,'Billing'
02100115114,2006,'Billing'
02100116060,2003,'Billing'
02100113023,2008,'Billing'
02100113030,2008,'Billing'
02100114071,2012,'Billing'
02100113024,2008,'Billing'
02100114038,2008,'Billing'
02100115063,2006,'Billing'
02100116055,2003,'Billing'
02100114036,2008,'Billing'
02100115061,2006,'Billing'
02100114072,2012,'Billing'
02100111046,2012,'Billing'
02100114037,2008,'Billing'
02100113104,2008,'Billing'
02100110049,2005,'Billing'
02100111049,2012,'Billing'
02100116054,2003,'Billing'
02100111050,2012,'Billing'
02100114073,2012,'Billing'
02100115062,2006,'Billing'
02100111048,2012,'Billing'
02100114017,2005,'Billing'
02100116053,2003,'Billing'
02100306004,1998,'Assessments'
02100117036,2004,'Billing'
02100116093,2003,'Billing'
02100111051,2012,'Billing'
02100117033,2004,'Billing'
02100117035,2004,'Billing'
02100116023,2008,'Billing'
02100115101,2004,'Billing'
02100115056,2006,'Billing'
02100117034,2004,'Billing'
02100115058,2006,'Billing'
02100111047,2012,'Billing'
02100116024,2008,'Billing'
02100200011,2022,'Billing'
02100115081,2004,'Billing'
02100118023,2009,'Billing'
02100118007,2010,'Billing'
02100116107,2020,'Assessments'
02100115082,2004,'Billing'
02100115057,2006,'Billing'
02100113031,2008,'Billing'
02100115055,2006,'Billing'
02100115054,2006,'Billing'
02100118025,2009,'Billing'
02100118044,2012,'Billing'
02100116025,2008,'Billing'
02100304031,2009,'Billing'
02100115098,2006,'Billing'
02100118043,2012,'Billing'
02100310025,2003,'Billing'
02100118045,2012,'Billing'
02100309024,2008,'Billing'
02100115103,2011,'Billing'
02100118006,2010,'Billing'
02100118096,2012,'Billing'
02100110055,2009,'Billing'
02100310024,2003,'Billing'
02100309023,2008,'Billing'
02100118046,2012,'Billing'
02100304032,2009,'Billing'
02100116086,2003,'Billing'
02100118008,2010,'Billing'
02100309003,2012,'Billing'
02100116089,2003,'Billing'
02100310023,2003,'Billing'
02100310030,2009,'Billing'
02100310032,2009,'Billing'
02100116087,2003,'Billing'
02100311056,2008,'Billing'
02100311055,2008,'Billing'
02100309063,2012,'Billing'
02100116088,2003,'Billing'
02100311037,2003,'Billing'
02100309005,2012,'Billing'
02100311034,2003,'Billing'
02100311041,2008,'Billing'
02100311028,2006,'Billing'
02100312027,2008,'Billing'
02100311036,2003,'Billing'
02100312024,2008,'Billing'
02100117076,2013,'Billing'
02100310035,2011,'Billing'
02100312026,2008,'Billing'
02100312025,2008,'Billing'
02100117079,2013,'Billing'
02100310034,2011,'Billing'
02100311029,2006,'Billing'
02100310067,2011,'Billing'
02100311039,2010,'Billing'
02100314050,2004,'Billing'
02100311035,2003,'Billing'
02100314049,2004,'Billing'
02100318027,1998,'Assessments'
02100311040,2008,'Billing'
02100309065,2012,'Billing'
02100313056,2013,'Billing'
02100314048,2011,'Billing'
02100311038,2010,'Billing'
02100316031,2003,'Billing'
02100314047,2011,'Billing'
02100316034,2003,'Billing'
02100309004,2012,'Billing'
02100309029,2012,'Billing'
02100309030,2012,'Billing'
02100316030,2003,'Billing'
02100316025,2003,'Billing'
02100316026,2003,'Billing'
02100316029,2003,'Billing'
02100309028,2012,'Billing'
02100316024,2003,'Billing'
02100317025,2004,'Billing'
02100316035,2003,'Billing'
02100317026,2004,'Billing'
02100317027,2004,'Billing'
02100317024,2004,'Billing'
02100316027,2003,'Billing'
02100320048,2000,'Assessments'
02100317028,2004,'Billing'
02100316028,2003,'Billing'
02100322031,2012,'Billing'
02120200009,2001,'Assessments'
02100322032,2012,'Billing'
02100315040,2012,'Billing'
02100403014,2018,'Billing'
02100401007,2018,'Billing'
02100405022,2018,'Billing'
02100402009,2018,'Billing'
02100318023,2010,'Billing'
02100322084,2023,list index out of range
02100403004,2018,'Billing'
02100405014,2018,'Billing'
02100404005,2018,'Billing'
02100405013,2018,'Billing'
02100403022,2018,'Billing'
02100401010,2018,'Billing'
02100403026,2018,'Billing'
02100401019,2018,'Billing'
02100405024,2018,'Billing'
02100404004,2018,'Billing'
02100405023,2018,'Billing'
02100402020,2018,'Billing'
02100401003,2018,'Billing'
02100402027,2018,'Billing'
02100402019,2018,'Billing'
02100401018,2018,'Billing'
02100404001,2018,'Billing'
02100405020,2018,'Billing'
02100402006,2018,'Billing'
02100402022,2018,'Billing'
02100402005,2018,'Billing'
02100322023,2012,'Billing'
02100401017,2018,'Billing'
02100402021,2018,'Billing'
02100403015,2018,'Billing'
02100405019,2018,'Billing'
02100403012,2018,'Billing'
02100405012,2018,'Billing'
02100403011,2018,'Billing'
02100403021,2018,'Billing'
02100406011,2018,'Billing'
02100402024,2018,'Billing'
02100401026,2018,'Billing'
02100402023,2018,'Billing'
02100406005,2018,'Billing'
02100401020,2018,'Billing'
02100403013,2018,'Billing'
02100322024,2012,'Billing'
02100406014,2018,'Billing'
02100402007,2018,'Billing'
02100404003,2018,'Billing'
02100404021,2018,'Billing'
02100322057,2012,'Billing'
02100323055,2011,'Billing'
02100404011,2018,'Billing'
02100402014,2018,'Billing'
02100318022,2010,'Billing'
02100318024,2010,'Billing'
02100318065,2010,'Billing'
02100402004,2018,'Billing'
02100406007,2018,'Billing'
02100406013,2018,'Billing'
02100316032,2003,'Billing'
02100407016,2018,'Billing'
02100405009,2018,'Billing'
02100408015,2018,'Billing'
02100406029,2018,'Billing'
02100315044,2012,'Billing'
02100408005,2018,'Billing'
02100403003,2018,'Billing'
02100406006,2018,'Billing'
02100322025,2012,'Billing'
02100322055,2012,'Billing'
02100406033,2018,'Billing'
02110200003,2021,'Billing'
02100315043,2012,'Billing'
02100322069,2012,'Billing'
02100407001,2018,'Billing'
02100408013,2018,'Billing'
02120404010,1992,'Assessments'
02110300012,2018,'Billing'
02100408004,2018,'Billing'
02100408003,2018,'Billing'
02100407015,2018,'Billing'
02100323021,2005,'Billing'
02100322056,2012,'Billing'
02100316033,2003,'Billing'
02100408011,2018,'Billing'
02110300014,2018,'Billing'
02100401025,2018,'Billing'
02100403029,2022,'Billing'
02110300009,2018,'Billing'
02100401009,2018,'Billing'
02100408001,2018,'Billing'
02100323022,2005,'Billing'
02100323020,2005,'Billing'
02100403005,2018,'Billing'
02100406023,2006,'Billing'
02100406025,2006,'Billing'
02100404022,2018,'Billing'
02100404028,2018,'Billing'
02100404024,2018,'Billing'
02100318025,2010,'Billing'
02110300008,2018,'Billing'
02100404023,2018,'Billing'
02100402002,2018,'Billing'
02100405037,2020,'Billing'
02100404026,2018,'Billing'
02110300011,2018,'Billing'
02110300006,2018,'Billing'
02100402018,2018,'Billing'
02100323052,2011,'Billing'
02100402010,2018,'Billing'
02100405029,2022,'Billing'
02100402001,2018,'Billing'
02100405031,2003,'Billing'
02100402028,2018,'Billing'
02100406030,2006,'Billing'
02100401004,2018,'Billing'
02100404027,2018,'Billing'
02100406012,2018,'Billing'
02100408002,2018,'Billing'
02100401008,2018,'Billing'
02100402025,2018,'Billing'
02100401024,2018,'Billing'
02100402029,2018,'Billing'
02100407011,2018,'Billing'
02120401007,2009,'Billing'
02100405021,2018,'Billing'
02100401023,2018,'Billing'
02100323053,2011,'Billing'
02100406024,2006,'Billing'
02100404025,2018,'Billing'
02110400018,2022,'Billing'
02100401016,2014,'Billing'
02100401021,2018,'Billing'
02100406004,2018,'Billing'
02120303004,2008,'Billing'
02100406015,2018,'Billing'
02100408007,2018,'Billing'
02100401014,2014,'Billing'
02100403028,2022,'Billing'
02100408008,2018,'Billing'
02100315042,2012,'Billing'
02100407020,2022,'Billing'
02120303007,2008,'Billing'
02100401022,2018,'Billing'
02100322068,2012,'Billing'
02130205011,1996,'Assessments'
02100315045,2012,'Billing'
02100322076,2012,'Billing'
02100407021,2022,'Billing'
02120303005,2008,'Billing'
02100401013,2014,'Billing'
02100322058,2012,'Billing'
02100408014,2018,'Billing'
02130206064,2000,'Assessments'
02100402017,2022,'Billing'
02100403001,2014,'Billing'
02100401015,2014,'Billing'
02120401008,2009,'Billing'
02120304029,2008,'Billing'
02100405034,2019,'Billing'
02100405035,2019,'Billing'
02110300017,2022,'Billing'
02100407014,2018,'Billing'
02120302020,2012,'Billing'
02100405036,2022,'Billing'
02100404009,2005,'Billing'
02130208027,1997,'Assessments'
02120304023,2005,'Billing'
02120303006,2008,'Billing'
02120302021,2009,'Billing'
02100403002,2014,'Billing'
02100406020,2018,'Billing'
02120304027,2008,'Billing'
02120304030,2008,'Billing'
02120100012,2021,'Billing'
02100405033,2020,'Billing'
02120401006,2009,'Billing'
02100401002,2014,'Billing'
02100401001,2014,'Billing'
02100406028,2018,'Billing'
02120304028,2008,'Billing'
02100406034,2018,'Billing'
02100407009,2022,'Billing'
02100402026,2022,'Billing'
02120302015,2012,'Billing'
02120407014,2017,'Billing'
02100404029,2022,'Billing'
02120304024,2005,'Billing'
02100315041,2012,'Billing'
02100405032,2020,'Billing'
02120300014,2009,'Billing'
02100408016,2018,'Billing'
02120304022,2005,'Billing'
02120403031,2022,'Billing'
02120403011,2022,'Billing'
02120304035,2008,'Billing'
02100406027,2018,'Billing'
02100406032,2018,'Billing'
02100408006,2018,'Billing'
02130205001,1998,'Assessments'
02120401013,2009,'Billing'
02100406031,2018,'Billing'
02120407013,2017,'Billing'
02130211033,1994,'Assessments'
02100401028,2022,'Billing'
02120302017,2009,'Billing'
02120304031,2008,'Billing'
02130212017,1999,'Assessments'
02120404021,2015,'Billing'
02100402032,2022,'Billing'
02120404015,2015,'Billing'
02100403006,2013,'Billing'
02120100011,2022,'Billing'
02120403032,2022,'Billing'
02120403030,2022,'Billing'
02120302013,2021,'Billing'
02120404020,2015,'Billing'
02120404019,2015,'Billing'
02130210027,2000,'Assessments'
02120404014,2015,'Billing'
02120304021,2005,'Billing'
02120404008,2015,'Billing'
02120404017,2015,'Billing'
02120404009,2015,'Billing'
02100408018,2022,'Billing'
02120302012,2021,'Billing'
02100403007,2013,'Billing'
02120404013,2015,'Billing'
02120404016,2015,'Billing'
02130210062,2003,'Billing'
02100406035,2022,'Billing'
02120404018,2015,'Billing'
02120303012,2017,'Billing'
02130210061,2003,'Billing'
02130210060,2003,'Billing'
02120401003,2021,'Billing'
02130300022,2003,'Billing'
02130410004,1995,'Assessments'
02120403002,2015,'Billing'
02120303011,2017,'Billing'
02130210085,2020,'Assessments'
02120407003,2014,'Billing'
02130300031,2009,'Billing'
02120401009,2021,'Billing'
02120403008,2022,'Billing'
02130206035,2003,'Billing'
02120403001,2015,'Billing'
02120401010,2021,'Billing'
02120403007,2022,'Billing'
02140201019,2003,'Assessments'
02100322027,2012,'Billing'
02130206036,2003,'Billing'
02130300004,2014,'Billing'
02130402042,2023,list index out of range
02100406026,2018,'Billing'
02130206033,2003,'Billing'
02130300018,2007,'Billing'
02120401011,2021,'Billing'
02120401012,2021,'Billing'
02130208045,2022,'Billing'
02130410007,2022,'Billing'
02130300024,2017,'Billing'
02140400006,2021,'Billing'
02140300013,2021,'Billing'
02130413036,2006,'Billing'
02150105045,1995,'Assessments'
02130410006,2022,'Billing'
02130409011,2022,'Billing'
02130300017,2007,'Billing'
02140201013,2022,'Billing'
02140100019,2022,'Billing'
02140201031,2018,'Billing'
02140400005,2004,'Billing'
02120401001,2021,'Billing'
02150102038,2023,list index out of range
02140201010,2022,'Billing'
02140201029,2020,'Billing'
02140300027,2020,'Billing'
02140100010,2015,'Billing'
02140100025,2015,'Billing'
02120401004,2021,'Billing'
02140100024,2015,'Billing'
02140300012,2015,'Billing'
02130412018,2022,'Billing'
02120401002,2021,'Billing'
02150102005,2009,'Billing'
02150102004,2009,'Billing'
02140201004,2015,'Billing'
02150116024,1997,'Assessments'
02140400004,2004,'Billing'
02140202008,2007,'Billing'
02140300001,2015,'Billing'
02140201003,2020,'Billing'
02140300002,2018,'Billing'
02140201017,2016,'Billing'
02140100022,2015,'Billing'
02150109032,2005,'Billing'
02140100020,2015,'Billing'
02150110005,2010,'Billing'
02140100028,2015,'Billing'
02140100006,2015,'Billing'
02140201018,2016,'Billing'
02140100005,2015,'Billing'
02150110006,2010,'Billing'
02140100026,2015,'Billing'
02150102034,2003,'Billing'
02140300024,2017,'Billing'
02150110004,2010,'Billing'
02150109015,2005,'Billing'
02150114041,2019,'Assessments'
02150200005,2003,'Billing'
02150200003,2003,'Billing'
02150200007,2003,'Billing'
02150200010,2003,'Billing'
02150200013,2003,'Billing'
02150200002,2003,'Billing'
02130413033,2006,'Billing'
02150200009,2003,'Billing'
02150200004,2003,'Billing'
02150200001,2003,'Billing'
02150200011,2003,'Billing'
02150200012,2003,'Billing'
02150200006,2003,'Billing'
02150200014,2003,'Billing'
02150200008,2003,'Billing'
02150120003,2012,'Billing'
02150402042,2018,'Billing'
02150120002,2012,'Billing'
02150400008,2018,'Billing'
02150402043,2018,'Billing'
02150402035,2018,'Billing'
02150402016,2018,'Billing'
02150402018,2018,'Billing'
02150203018,2014,'Assessments'
02150402044,2018,'Billing'
02150403003,2018,'Billing'
02150402040,2018,'Billing'
02150402034,2018,'Billing'
02150402036,2018,'Billing'
02150402028,2018,'Billing'
02150402045,2018,'Billing'
02150203021,2015,'Assessments'
02150402052,2018,'Billing'
02150402032,2018,'Billing'
02150400025,2004,'Billing'
02150402015,2018,'Billing'
02150402051,2018,'Billing'
02150401030,2018,'Billing'
02150402037,2018,'Billing'
02150403001,2018,'Billing'
02150402029,2018,'Billing'
02150402047,2018,'Billing'
02150402039,2018,'Billing'
02150403041,2018,'Billing'
02150402017,2018,'Billing'
02150402049,2018,'Billing'
02150403038,2018,'Billing'
02150402041,2018,'Billing'
02150402033,2018,'Billing'
02150402050,2018,'Billing'
02150403005,2018,'Billing'
02150402030,2018,'Billing'
02150402046,2018,'Billing'
02150402048,2018,'Billing'
02150402038,2018,'Billing'
02150402031,2018,'Billing'
02150402055,2018,'Billing'
02150404008,2018,'Billing'
02150403040,2018,'Billing'
02150403004,2018,'Billing'
02150404011,2018,'Billing'
02150403002,2018,'Billing'
02150403036,2018,'Billing'
02150400031,2020,'Billing'
02150403037,2018,'Billing'
02150404009,2018,'Billing'
02150403035,2018,'Billing'
02150403045,2018,'Billing'
02150404022,2017,'Billing'
02150405009,2018,'Billing'
02150401024,2018,'Billing'
02150403042,2018,'Billing'
02150405014,2018,'Billing'
02150109025,2011,'Billing'
02150404016,2018,'Billing'
02150403030,2018,'Billing'
02150404006,2018,'Billing'
02150402001,2018,'Billing'
02150402054,2018,'Billing'
02150401003,2018,'Billing'
02150405016,2018,'Billing'
02150401016,2018,'Billing'
02150403034,2022,'Billing'
02150401014,2018,'Billing'
02150403031,2018,'Billing'
02150404020,2017,'Billing'
02150403027,2018,'Billing'
02150404021,2017,'Billing'
02150402021,2018,'Billing'
02150402009,2018,'Billing'
02150405006,2018,'Billing'
02150402008,2018,'Billing'
02150404018,2018,'Billing'
02150402005,2018,'Billing'
02150400005,2015,'Billing'
02150402004,2018,'Billing'
02150402006,2018,'Billing'
02150402002,2018,'Billing'
02150402003,2018,'Billing'
02150402010,2018,'Billing'
02150401028,2018,'Billing'
02150403033,2022,'Billing'
02150405005,2018,'Billing'
02150405007,2018,'Billing'
02150405004,2018,'Billing'
02150401010,2018,'Billing'
02150402023,2018,'Billing'
02150402007,2018,'Billing'
02150400029,2018,'Billing'
02150401017,2018,'Billing'
02150401011,2018,'Billing'
02150401023,2018,'Billing'
02150405008,2018,'Billing'
02150402025,2018,'Billing'
02150401027,2018,'Billing'
02150203006,2013,'Billing'
02150403026,2018,'Billing'
02150405018,2022,'Billing'
02150402024,2018,'Billing'
02150401018,2018,'Billing'
02150109026,2011,'Billing'
02150404019,2018,'Billing'
02150401019,2018,'Billing'
02150402022,2018,'Billing'
02150401001,2013,'Billing'
02150402053,2018,'Billing'
02150406001,2022,'Billing'
02160101036,2022,'Billing'
02160101035,2022,'Billing'
02150403029,2018,'Billing'
02150405015,2018,'Billing'
02160113006,2003,'Assessments'
02150401022,2018,'Billing'
02150404015,2018,'Billing'
02150401015,2018,'Billing'
02150406002,2022,'Billing'
02150300010,2013,'Billing'
02150400030,2018,'Billing'
02150400028,2018,'Billing'
02150405011,2008,'Billing'
02150404023,2022,'Billing'
02150403046,2022,'Billing'
02150405012,2008,'Billing'
02150405010,2008,'Billing'
02154400001,2010,'Billing'
02160116082,2023,list index out of range
02150400006,2015,'Billing'
02160111028,2003,'Billing'
02160113014,2003,'Billing'
02160111029,2003,'Billing'
02160113013,2003,'Billing'
02160122001,2000,'Assessments'
02160210013,1996,'Assessments'
02160202024,2013,'Billing'
02160202052,2010,'Billing'
02160202025,2013,'Billing'
02160202053,2010,'Billing'
02160202045,2009,'Billing'
02160214037,2004,'Billing'
02160214034,2004,'Billing'
02160202046,2009,'Billing'
02160214002,2004,'Billing'
02160214040,2009,'Billing'
02160222027,1995,'Assessments'
02160211031,2010,'Billing'
02160214004,2004,'Billing'
02160219022,2008,'Billing'
02160219061,2004,'Billing'
02160214003,2005,'Billing'
02160219064,2004,'Billing'
02160219063,2004,'Billing'
02160211032,2010,'Billing'
02160219057,2009,'Billing'
02160224024,1994,'Assessments'
02160220007,2006,'Billing'
02160219056,2009,'Billing'
02160219062,2004,'Billing'
02160219058,2009,'Billing'
02160219030,2011,'Billing'
02160219017,2010,'Billing'
02160218102,2013,'Billing'
02160222067,2023,list index out of range
02160214001,2004,'Billing'
02160219053,1998,'Assessments'
02160217004,2006,'Billing'
02160220053,2003,'Billing'
02160219119,2023,list index out of range
02160219023,2008,'Billing'
02160219029,2011,'Billing'
02160218061,2007,'Billing'
02160219055,2009,'Billing'
02160220046,2013,'Billing'
02160220047,2013,'Billing'
02160220006,2006,'Billing'
02160217003,2006,'Billing'
02160218060,2007,'Billing'
02160222041,2007,'Billing'
02160219018,2010,'Billing'
02160219019,2010,'Billing'
02160222063,2010,'Billing'
02160303011,2001,'Assessments'
02160219071,2013,'Billing'
02160225052,2004,'Billing'
02160304058,2000,'Assessments'
02160218062,2007,'Billing'
02160225027,2007,'Billing'
02160219096,2010,'Billing'
02160227057,2023,list index out of range
02160219072,2013,'Billing'
02160225022,2004,'Billing'
02160222059,2004,'Billing'
02160302020,2001,'Assessments'
02160218047,2012,'Billing'
02160222061,2007,'Billing'
02160218045,2012,'Billing'
02160222004,2010,'Billing'
02160220048,2012,'Billing'
02160222003,2010,'Billing'
02160226015,2011,'Billing'
02160222053,2004,'Billing'
02160225025,2007,'Billing'
02160226014,2011,'Billing'
02160220049,2012,'Billing'
02160225026,2007,'Billing'
02160226004,2007,'Billing'
02160310002,2001,'Assessments'
02160222039,2006,'Billing'
02160226006,2007,'Billing'
02160226003,2007,'Billing'
02160226013,2011,'Billing'
02160222040,2006,'Billing'
02160226056,2011,'Billing'
02160226005,2007,'Billing'
02160226016,2011,'Billing'
02160225028,2007,'Billing'
02160226019,2007,'Billing'
02160218046,2012,'Billing'
02160223012,2013,'Billing'
02160218090,2013,'Billing'
02160400020,1999,'Assessments'
02160301062,2003,'Billing'
02160301020,2003,'Billing'
02160311027,2003,'Billing'
02160223011,2013,'Billing'
02160400038,1999,'Assessments'
02160400003,1999,'Assessments'
02160311026,2003,'Billing'
02160400046,2003,'Billing'
02160311025,2003,'Billing'
02160400039,2003,'Billing'
02160315044,2020,'Assessments'
02160313024,2020,'Assessments'
02160400011,2003,'Billing'
02160407005,2003,'Billing'
02160400014,2003,'Billing'
02160407007,2003,'Billing'
02170105067,2003,'Assessments'
02160311024,2003,'Billing'
02160404023,2023,list index out of range
02160407009,2003,'Billing'
0216X214003,2005,'Assessments'
02160407008,2003,'Billing'
02160407006,2003,'Billing'
02160226020,2007,'Billing'
02160407010,2003,'Billing'
02170109016,1997,'Assessments'
02160414005,2003,'Billing'
02170201014,2003,'Assessments'
02170108012,2023,list index out of range
02170200034,1992,'Assessments'
02170108013,2023,list index out of range
02170107031,2023,list index out of range
02160316042,2020,'Assessments'
02170106027,2022,'Assessments'
